STT,Mã hồ sơ,Nhóm trạng thái,Trạng thái chi tiết,Số bản ghi hiện tại,Kiểm chứng 10%,Bản ghi giữ lại (#1),Thời gian cập nhật
180,H31.05.02.H31.09.2017.2176,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án thiết kế kiến trúc các mẫu nhà thuộc dự án khu Biệt thư và nhà phố vườn Vạn Tuế (Sago Palm Garden) tại xã Phụng Công, huyện Văn Giang",2026-09-21 11:21:18
181,H31.05.02.H31.09.2017.2175,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án thiết kế kiến trúc mẫu nhà điển hình của dự án thành phần Khu nhà ở 10 (gđ 1), thuộc Khu đô thị thương mại và du lịch Văn Giang. (Ecopark) tại xã Xuân Quan, huyện Văn Giang",2026-09-21 11:21:20
182,H31.05.02.H31.09.2017.2174,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án thiết kế kiến trúc mẫu nhà diễn hình của dự án thành phần Khu biệt thự đảo (gđ1) thuộc khu đô thị thương mại và du lịch Văn Giang (Ecopark),2026-09-21 11:21:22
183,H31.05.02.H31.09.2017.2173,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án thiết kế kiến trúc bổ sung các mẫu nhà của dự án thành phần Khu biệt thự đảo (gđ 1) thuộc khu đô thị thương mại và du lịch Văn Giang (Ecopark) tại xã Xuân Quan, huyện Văn Giang",2026-09-21 11:21:24
184,H31.05.02.H31.09.2016.2080,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ quyết toán công trình tòa nhà hỗn hợp cao tầng và khu nhà ở đế bán của công ty cổ phần đầu tư đô thị Phúc Thành tại thị trấn Bần Yên Nhân - Mỹ Hào năm 2016.,2026-09-21 11:21:26
185,H31.05.02.H31.09.2016.2079,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Cung Hưng, huyện Yên Mỹ",2026-09-21 11:21:29
186,H31.05.02.H31.09.2016.2078,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Trung Hòa, huyện Yên Mỹ.",2026-09-21 11:21:31
187,H31.05.02.H31.09.2016.2077,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Thanh Long, huyện Yên Mỹ",2026-09-21 11:21:33
188,H31.05.02.H31.09.2016.2076,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Tân Lập, huyện Yên Mỹ",2026-09-21 11:21:35
189,H31.05.02.H31.09.2016.2064,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Đình Dù và xã Trưng Trắc, huyện Văn Lâm",2026-09-21 11:21:37
190,H31.05.02.H31.09.2016.2063,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Chỉ Đạo, huyện Văn Lâm (tập 2)",2026-09-21 11:21:39
191,H31.05.02.H31.09.2016.2062,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Chỉ Đạo, huyện Văn Lâm (tập 1)",2026-09-21 11:21:42
192,H31.05.02.H31.09.2016.2061,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thị trấn Như Quỳnh huyện Văn Lâm,2026-09-21 11:21:44
193,H31.05.02.H31.09.2016.2060,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Lâm, tỉnh Hưng Yên.",2026-09-21 11:21:46
194,H31.05.02.H31.09.2016.2059,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Tân Tiến, huyện Văn Giang.",2026-09-21 11:21:48
195,H31.05.02.H31.09.2016.2058,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Nghĩa Trụ, huyện Văn Giang.",2026-09-21 11:21:50
196,H31.05.02.H31.09.2016.2057,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Long Hưng, huyện Văn Giang",2026-09-21 11:21:52
197,H31.05.02.H31.09.2016.2056,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thị trấn Văn Giang, huyện Văn Giang",2026-09-21 11:21:54
198,H31.05.02.H31.09.2016.2055,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Giang,2026-09-21 11:21:56
199,H31.05.02.H31.09.2016.2054,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho dự án đầu tư của Công ty Cổ phần tập đoàn đầu tư xây dựng DĐK để xây dựng trung tâm thương mại, kinh doanh hàng hóa và các loại hình dịch vụ tại xã Nhật Tân, huyện Tiên Lữ",2026-09-21 11:21:59
200,H31.05.02.H31.09.2016.2052,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Phù Cừ,2026-09-21 11:22:01
201,H31.05.02.H31.09.2016.2051,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Phùng Chí Kiên, huyện Mỹ Hào",2026-09-21 11:22:03
202,H31.05.02.H31.09.2016.2050,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Nhân Hòa, huyện Mỹ Hào",2026-09-21 12:04:46
203,H31.05.02.H31.09.2016.2049,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp địa bàn xã Dị Sử, huyện Mỹ Hào (tập 2)",2026-09-21 11:22:07
204,H31.05.02.H31.09.2016.2045,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thị trấn Bần Yên Nhân, huyện Mỹ Hào (tập 1)",2026-09-21 11:22:09
205,H31.05.02.H31.09.2016.2044,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Mỹ Hào,2026-09-21 11:22:11
206,H31.05.02.H31.09.2016.2035,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thành phố Hưng Yên,2026-09-21 11:22:13
207,H31.05.02.H31.09.2016.2034,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Ân Thi,2026-09-21 11:22:16
208,H31.05.02.H31.09.2016.2027,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình: Nhà làm việc Huyện uỷ Văn Lâm tại thị trấn Như Quỳnh, huyện Văn Lâm",2026-09-21 11:22:18
209,H31.05.02.H31.09.2016.2026,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án thiết kế kiến trúc bổ sung các mẫu nhà của dự án thành phần khu nhà phố Thủy Nguyên thuộc phân khu 9-12 Khu đô thị thương mại và du lịch Văn Giang,2026-09-21 11:22:20
210,H31.05.02.H31.09.2016.2025,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương ánh thiết kế kiến trúc điều chỉnh các mẫu nhà của Dự án thành phần Khu biệt thự Thủy Nguyên, thuộc phân khu 9-12 Khu đô thị thương mại và du lịch Văn Giang, huyện Văn Giang",2026-09-21 11:22:22
211,H31.05.02.H31.09.2016.2024,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thiết kế cơ sở phần kiến trúc dự án Khu biệt thự Thủy Nguyên (giai đoạn 2) huyện Văn Giang, tỉnh Hưng Yên",2026-09-21 11:22:24
212,H31.05.02.H31.09.2016.2008,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc hạng mục nhà ở thấp tầng + nhà 9 tầng Dự án 1 khu hỗn hợp văn phòng thương mại và nhà ở; Dự án 2: Khu nhà ở thương mại và đô thị tại thị trấn Bần Yên Nhân, huyện Mỹ Hào",2026-09-21 11:22:26
213,H31.05.02.H31.09.2016.2007,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc toàn nhà hỗ hợp cao tầng và khu nhà ở để bán tại thị trấn Bần Yên Nhân, huyện Mỹ Hào",2026-09-21 11:22:28
214,H31.05.02.H31.09.2015.1936,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình: Cải tạo sửa chữa nghĩa trang liệt sĩ xã Tân Việt tại xã Tân Việt, huyện Yên Mỹ",2026-09-21 11:22:31
215,H31.05.02.H31.09.2015.1935,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình: Trang trí cảnh quan khu trung tâm huyện Yên Mỹ tại huyện Yên Mỹ, tỉnh Hưng Yên",2026-09-21 11:22:33
216,H31.05.02.H31.09.2015.1934,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình trụ sở làm Bảo hiểm xã hội huyện Yên Mỹ,2026-09-21 11:22:35
217,H31.05.02.H31.09.2015.1933,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Dự án chợ và HTKT khu nhà ở thương mại Như Quỳnh. Hạng mục nhà chia lô tại thị trấn Như Quỳnh, huyện Văn Lâm",2026-09-21 11:22:37
218,H31.05.02.H31.09.2015.1932,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc khu nhà ở Bắc Việt. tại thị trấn Như Quỳnh, huyện Văn Lâm",2026-09-21 11:22:39
219,H31.05.02.H31.09.2016.1929,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc khu đô thị thương mại du lịch Văn Giang Ecopark. Tổ hợp chung cư cao tầng dake View tại thị trấn Văn Giang, huyện Văn Giang",2026-09-21 12:04:51
220,H31.05.02.H31.09.2015.1930,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình & khu nhà ở cao tầng Lake View thuộc phân khu 9-12 khu đô thị thương mại và du lịch Văn Giang, huyện Văn Giang",2026-09-21 11:22:43
221,H31.05.02.H31.09.2015.1916,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc Công trình: Trụ sở làm việc Huyện uỷ Khoái Châu năm 2015,2026-09-21 11:22:46
222,H31.05.02.H31.09.2015.1915,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Bản vẽ phương án kiến trúc dự án xây dựng chợ Phố Hiến Công trình: Nhà chợ 2 tầng CP1 và CP2 tại phường Lê Lợi, TP. Hưng Yên năm 2015.",2026-09-21 11:22:48
223,H31.05.02.H31.09.2015.1914,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc điều chỉnh Dự án: Đầu tư xây dựng chợ Phố Hiến, Công trình: Nhà chia lô khu D tại đường Điện Biên, phường Lê Lợi, TP. Hưng Yên năm 2015.",2026-09-21 11:22:50
224,H31.05.02.H31.09.2015.1913,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc xây dựng chợ Phố Hiến (Chợ chính, TTTM 7 tầng) tại đường Điện Biên, phường Lê Lợi, TP Hưng Yên năm 2015.",2026-09-21 11:22:52
225,H31.05.02.H31.09.2010-2015.1912,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc Công trình: Nhà ở Tân Phố Hiến tại phường Lam Sơn, TP. Hưng Yên năm 2015",2026-09-21 11:22:54
226,H31.05.02.H31.09.2014.1900,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến tham gia cho dự án đầu tư của công ty TNHH UMG Việt Nam trên địa bàn xã Trưng Trắc, huyện Văn Lâm",2026-09-21 11:22:56
227,H31.05.02.H31.09.2014.1899,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án đầu tư của công ty TNHH Phương Anh trên địa bàn thị trấn Như Quỳnh, huyện Văn Lâm",2026-09-21 11:22:58
228,H31.05.02.H31.09.2014.1898,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Lâm, tỉnh Hưng Yên",2026-09-21 11:23:01
229,H31.05.02.H31.09.2014.1897,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Giang,2026-09-21 11:23:03
230,H31.05.02.H31.09.2014.1896,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Tiên Lữ,2026-09-21 11:23:05
231,H31.05.02.H31.09.2014.1895,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Phù Cừ,2026-09-21 11:23:07
232,H31.05.02.H31.09.2014.1894,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa làn huyện Mỹ Hào,2026-09-21 11:23:09
233,H31.05.02.H31.09.2014.1893,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thành phố Hưng Yên,2026-09-21 11:23:11
234,H31.05.02.H31.09.2014.1892,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc tham gia ý kiến dự án đầu tư nhà máy may mặc và nhà trẻ mầm non Trường Phúc tại xã Quang Vinh, huyện Ân Thi",2026-09-21 11:23:13
235,H31.05.02.H31.09.2013.1850,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Dự toán chi phí thiết kế quy hoạch đồ án quy hoạch chung xây dựng dọc tuyến đường bộ nối 2 đường cao tốc HN - HP và Cầu Giê - Ninh Bình,2026-09-21 11:23:16
236,H31.05.02.H31.09.2013.1849,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Minh Châu, huyện Yên Mỹ",2026-09-21 11:23:18
237,H31.05.02.H31.09.2013.1848,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Giai Phạm, huyện Yên Mỹ.",2026-09-21 11:23:20
238,H31.05.02.H31.09.2013.1847,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Lâm, tỉnh Hưng Yên.",2026-09-21 11:23:22
239,H31.05.02.H31.09.2013.1846,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án đầu tư của Công ty TNHH giáo dục Y khoa Nhật Bản (Việt Nam).,2026-09-21 11:23:24
240,H31.05.02.H31.09.2013.1845,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Mỹ Hào,2026-09-21 11:23:26
241,H31.05.02.H31.09.2013.1844,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Kim Động,2026-09-21 11:23:28
242,H31.05.02.H31.09.2013.1843,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện khoái Châu, tỉnh Hưng Yên",2026-09-21 11:23:31
243,H31.05.02.H31.09.2013.1842,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa làn thành phố Hưng Yên,2026-09-21 11:23:33
244,H31.05.02.H31.09.2012.1814,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thuyết minh quy hoạch chung xây dựng huyện Văn Giang, tính Hưng Yên đến năm 2020, tầm nhìn đến năm 2030",2026-09-21 11:23:35
245,H31.05.02.H31.09.2012.1813,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc đề nghị tham gia ý kiến thẩm định dự án khai quật khảo cổ học đô thị cổ Phố Hiến, thành phố Hưng Yên",2026-09-21 11:23:37
246,H31.05.02.H31.09.2012.1812,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc bổ sung một số hạng mục tu sửa nhà lưu niệm Bác Hồ tại thành phố Hưng Yên, tỉnh Hưng Yên",2026-09-21 11:23:39
247,H31.05.02.H31.09.2012.1811,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến quy hoạch chung xây dựng huyện Mỹ Hào, tỉnh Hưng Yên đến năm 2020 định hướng đến năm 2030",2026-09-21 11:23:41
248,H31.05.02.H31.09.2012.1810,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Yên Phú, huyện Yên Mỹ",2026-09-21 11:23:43
249,H31.05.02.H31.09.2012.1809,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Trung Hòa, huyện Yên Mỹ",2026-09-21 11:23:46
250,H31.05.02.H31.09.2012.1803,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Phù Cừ,2026-09-21 11:23:48
251,H31.05.02.H31.09.2012.1802,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án đầu tư của Công ty TNHH VSTATUS,2026-09-21 11:23:50
252,H31.05.02.H31.09.2013.1772,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình trụ sở làm việc Thành ủy, Ủy ban Mặt trận Tổ quốc và các đoàn thể thành phố Hưng Yên",2026-09-21 11:23:52
253,H31.05.02.H31.09.2012.1777,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình: Trường mầm non số 5 Hưng Yên tại phường Quang Trung, thành phố Hưng Yên",2026-09-21 11:23:54
254,H31.05.02.H31.09.2012.1776,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình: trụ sở làm việc chi nhánh ngân hàng chính sách xã hội tỉnh Hưng Yên,2026-09-21 11:23:56
